"asset_id","company_name","number_of_employees","head_of_company","founded_year","website","gics_sector","gics_industry","symbol","asset_class","thumbnail_style","exchange_code","exchange_name","business_description"
11007700,"Asensus Surgical, Inc.",209,Anthony Fernando,1988,http://www.asensus.com,Health Care,Health Care Equipment & Supplies,ASXC,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Asensus Surgical, Inc. is a medical device company, which digitizes the interface between the surgeon and the patient to improve minimally invasive surgery through digital laparoscopy. It enables the use of advanced capabilities like augmented intelligence, connectivity and robotics in laparoscopy, and addresses the current clinical, cognitive, and economic shortcomings in surgery. The Senhance Surgical System features a machine vision system for use in robotic surgery, which is powered by the new Intelligent Surgical Unit (ISU) that enables augmented intelligence in surgery and brings the benefits of digital laparoscopy to patients around the world while staying true to the principles of value-based healthcare. The company was founded by William N. Starling on August 19, 1988 and is headquartered in Durham, NC."
11006366,"Stride, Inc.",7800,James Jeaho Rhyu,2000,http://www.stridelearning.com,Consumer Discretionary,Diversified Consumer Services,LRN,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Stride, Inc. is a technology-based educational company, which engages in the provision of proprietary and third-party curriculum, software systems and educational services. It also offers online curriculum and career services to middle and high school students, under the Destinations Career Academy brand name. The company was founded by Ronald J. Packard in 2000 and is headquartered in Reston, VA."
11006095,"Herc Holdings, Inc.",7200,Lawrence H. Silber,1965,http://www.hercrentals.com,Industrials,Trading Companies & Distributors,HRI,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Herc Holdings, Inc. engages in the provision of equipment rental services. It also sells used equipment and contractor supplies, and provides repair, maintenance, equipment management services, safety training, and ancillary services. Its equipment for rent includes aerial, earthmoving, material handling, trucks and trailers, air compressors, compaction, and lighting. The company was founded in 1965 and is headquartered in Bonita Springs, FL."
11000623,Bionomics Ltd.,,Spyridon Papapetropoulos,1996,http://www.bionomics.com.au,Health Care,Biotechnology,BNOX,DepositoryReceipt,PORTRAIT,NASDAQ,NASDAQ,"Bionomics Ltd. is a clinical stage biopharmaceutical company. It engages in the development of novel drug candidates focused on the treatment of serious central nervous system disorders. Its lead product candidate is BNC210. The company was founded in 1996 and is headquartered in Eastwood, Australia."
11005051,American Express Co.,74600,Stephen J. Squeri,1850,http://www.americanexpress.com,Financials,Consumer Finance,AXP,Stock,PORTRAIT,NYSE,New York Stock Exchange,"American Express Co. is an integrated payments company, which engages in the provision of credit and charge cards to consumers, small businesses, mid-sized companies, and large corporations. It operates through the following segments: the United States Consumer Services (USCS), Commercial Services (CS), International Card Services (ICS), Global Merchant and Network Services (GMNS), and Corporate and Other. The USCS segment includes proprietary consumer cards and provides services to consumers including travel and lifestyle services as well as banking and non-card financing products. The CS segment offers proprietary corporate and small business cards and provides services to businesses including payment and expense management, banking, and non-card financing products. The ICS segment focuses on providing services to international customers including travel and lifestyle services and managing certain international joint ventures and loyalty coalition businesses. The GMNS segment is involved in operating a global payments network that processes and settles card transactions, acquires merchants, and provides multi-channel marketing programs and capabilities, services and data analytics. The Corporate and Other segment covers corporate functions and certain other businesses and operations. The company was founded by Henry Wells, William G. Fargo, and John Warren Butterfield on March 28, 1850 and is headquartered in New York, NY."
11001113,CRISPR Therapeutics AG,407,Samarth Kulkarni,2013,http://www.crisprtx.com,Health Care,Biotechnology,CRSP,Stock,PORTRAIT,NASDAQ,NASDAQ,"CRISPR Therapeutics AG is a gene editing company, which engages in the development of transformative gene-based medicines for serious diseases using its proprietary CRISPR/Cas9 platform. Its CRISPR/Cas9 platform is a gene editing technology that allows for precise, directed changes to genomic DNA. The firm offers a portfolio of therapeutic programs across a broad range of disease areas including hemoglobinopathies, oncology, regenerative medicine, and rare diseases. The company was founded by Rodger Novak, Emmanuelle Charpentier, Shaun Patrick Foy, Matthew Porteus, Daniel Anderson, Chad Cowan, and Craig Mellow on October 31, 2013 and is headquartered in Zug, Switzerland."
11005216,Borr Drilling Ltd.,2869,Patrick Schorn,2016,http://www.borrdrilling.com,Energy,"Oil, Gas & Consumable Fuels",BORR,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Borr Drilling Ltd. engages in the provision of offshore drilling services to the oil and gas industry. It operates through Dayrate; and Integrated Well Services (IWS) segments. The Dayrate segment consists of rig charters and ancillary services. The IWS segment provides integrated well services through Opex and Akal. The company was founded by Tor Olav Trøim on August 8, 2016 and is headquartered in Hamilton, Bermuda."
11007699,Avino Silver & Gold Mines Ltd.,,David Wolfin,1968,http://www.avino.com,Materials,Metals & Mining,ASM,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Avino Silver & Gold Mines Ltd. engages in the mining and exploration activities. It focuses on silver reserves in the Durango region of North Central Mexico. It operates through the Silver, Gold, and Copper segments. The company was founded on May 15, 1968 and is headquartered in Vancouver, Canada."
11006874,"Philip Morris International, Inc.",82700,Jacek Olczak,1847,http://www.pmi.com,Consumer Staples,Tobacco,PM,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Philip Morris International, Inc. is a holding company, which engages in the business of delivering a smoke-free future and evolving a portfolio for the long term to include products outside of the tobacco and nicotine sector. It operates through the following geographical segments: Europe Region (Europe), South and Southeast Asia, Commonwealth of Independent States, Middle East, and Africa Region (SSEA, CIS, and MEA), East Asia, Australia, and PMI Duty Free Region (EA, AU, and PMI DF), and Americas Region (Americas). The Europe segment includes all the European Union countries, Switzerland, the United Kingdom, Ukraine, Moldova, and Southeast Europe. The SSEA, CIS, and MEA segment focuses on South and Southeast Asia, the African continent, the Middle East, Turkey, Israel, Central Asia, Caucasus, and Russia. The EA, AU, and PMI DF segment is involved in the consolidation of international duty-free business with East Asia and Australia. The Americas segment is comprised of the United States, Canada, and Latin America. The company was founded by Philip Morris in 1847 and is headquartered in Stamford, CT."
11003705,Regencell Bioscience Holdings Ltd.,12,Yat-Gai Au,2014,http://www.regencellbioscience.com,Health Care,Biotechnology,RGC,Stock,PORTRAIT,NASDAQ,NASDAQ,"Regencell Bioscience Holdings Ltd. engages in the research, development, and commercialization of traditional Chinese medicine. It seeks the treatment of neurocognitive disorders and degeneration, specifically attention deficit and hyperactivity disorder and autism spectrum disorder. The company was founded by Yat-Gai Au on October 30, 2014 and is headquartered in Hong Kong."
11001963,Goodyear Tire & Rubber Co.,71000,Mark W. Stewart,1898,http://www.goodyear.com,Consumer Discretionary,Automobile Components,GT,Stock,PORTRAIT,NASDAQ,NASDAQ,"Goodyear Tire & Rubber Co. engages in the development, manufacture, distribution, and sale of tires. It operates through the following geographical segments: Americas, Europe, Middle East, and Africa, and Asia Pacific. The Americas segment is involved in the development, manufacture, distribution, and sale of tires and related products and services in North, Central, and South America. The Europe, Middle East, and Africa segment focuses on the development, manufacture, distribution, and sale of tires for automobiles, trucks, buses, aircraft, motorcycles, earthmoving, mining, and industrial equipment throughout Europe, the Middle East, and Africa. The Asia Pacific segment refers to the development, manufacture, distribution, and sales of tires for automobiles, trucks, buses, aircraft, farm, earthmoving, mining, and industrial equipment throughout the Asia Pacific region. The company was founded by Frank A. Seiberling on August 29, 1898 and is headquartered in Akron, OH."
11006463,"MoneyLion, Inc.",600,Diwakar Choubey,2013,http://www.moneylion.com,Information Technology,Software,ML,DepositoryReceipt,PORTRAIT,NYSE,New York Stock Exchange,"MoneyLion, Inc. operates as a digital financial services and lifestyle content platform. It provides hyper-personalized money-related and money-adjacent content to its customers. The company was founded by Diwakar Choubey and Chee Mun Foong in 2013 and is headquartered in New York, NY."
